"","Region","Ethnicity","Religion","Highest.education.qualification","Frequency.of.all.media.combined","Working.status","Welth.index","Right","Wrong","Total"
"1605","Uva","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",16,3,19
"1606","Uva","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",36,5,41
"1607","Uva","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Lowest",2,0,2
"1608","Uva","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",15,0,15
"1609","Uva","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Second",4,0,4
"1610","Uva","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Fourth",3,0,3
"1611","Uva","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Highest",1,1,2
"1612","Uva","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Lowest",0,1,1
"1613","Uva","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Middle",3,0,3
"1614","Uva","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Fourth",1,0,1
"1615","Uva","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Second",1,0,1
"1616","Uva","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Not at all","No","Lowest",1,0,1
"1617","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",37,10,47
"1618","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",12,7,19
"1619","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Lowest",8,0,8
"1620","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",32,10,42
"1621","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",19,2,21
"1622","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Fourth",8,4,12
"1623","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",4,0,4
"1624","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Middle",8,1,9
"1625","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Second",10,0,10
"1626","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Fourth",3,0,3
"1627","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Highest",0,1,1
"1628","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Lowest",2,2,4
"1629","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Middle",9,1,10
"1630","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Second",8,0,8
"1631","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Middle",3,0,3
"1632","Uva","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Second",3,0,3
"1633","Uva","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Fourth",2,1,3
"1634","Uva","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Middle",4,3,7
"1635","Uva","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Second",3,1,4
"1636","Uva","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Fourth",2,0,2
"1637","Uva","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Lowest",1,0,1
"1638","Uva","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Middle",1,1,2
"1639","Uva","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Second",4,0,4
"1640","Uva","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","No","Lowest",2,1,3
"1641","Uva","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","No","Middle",1,0,1
"1642","Uva","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","No","Second",3,0,3
"1643","Uva","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","Yes","Lowest",2,1,3
"1644","Uva","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","Yes","Middle",1,0,1
"1645","Uva","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","Yes","Second",2,0,2
"1646","Uva","Sinhala","Buddhist","Passed Grade 1-5","Not at all","No","Lowest",1,0,1
"1647","Uva","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Fourth",51,14,65
"1648","Uva","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Highest",14,1,15
"1649","Uva","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Lowest",24,5,29
"1650","Uva","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Middle",66,14,80
"1651","Uva","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Second",86,5,91
"1652","Uva","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Fourth",8,6,14
"1653","Uva","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Highest",4,1,5
"1654","Uva","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Lowest",15,0,15
"1655","Uva","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Middle",27,1,28
"1656","Uva","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Second",21,1,22
"1657","Uva","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Fourth",0,1,1
"1658","Uva","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Highest",1,1,2
"1659","Uva","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Lowest",12,2,14
"1660","Uva","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Middle",1,1,2
"1661","Uva","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Second",9,2,11
"1662","Uva","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Fourth",1,0,1
"1663","Uva","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Lowest",5,1,6
"1664","Uva","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Second",2,0,2
"1665","Uva","Sinhala","Buddhist","Passed Grade 6-10","Not at all","No","Lowest",2,0,2
"1666","Uva","Sinhala","Buddhist","Passed Grade 6-10","Not at all","Yes","Lowest",1,0,1
"1667","Uva","Sinhala","Other Christian","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Second",1,0,1
"1668","Uva","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Lowest",1,0,1
"1669","Uva","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",1,0,1
"1670","Uva","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",1,0,1
"1671","Uva","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",1,0,1
"1672","Uva","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Highest",1,0,1
"1673","Uva","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","No","Fourth",1,0,1
"1674","Uva","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",2,0,2
"1675","Uva","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",1,0,1
"1676","Uva","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Lowest",1,0,1
"1677","Uva","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Middle",1,0,1
"1678","Uva","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",1,0,1
"1679","Uva","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",1,1,2
"1680","Uva","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",1,0,1
"1681","Uva","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",1,0,1
"1682","Uva","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Lowest",0,1,1
"1683","Uva","Sri Lanka Moor/Muslim","Islam","Passed Grade 1-5","At least once a week","No","Lowest",2,0,2
"1684","Uva","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Fourth",5,1,6
"1685","Uva","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Highest",2,0,2
"1686","Uva","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Lowest",2,1,3
"1687","Uva","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Middle",4,3,7
"1688","Uva","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Second",4,0,4
"1689","Uva","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","Yes","Middle",1,0,1
"1690","Uva","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","Yes","Second",1,0,1
"1691","Uva","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Less than once a week","No","Highest",1,0,1
"1692","Uva","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Less than once a week","No","Middle",0,1,1
"1693","Uva","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Less than once a week","No","Second",3,0,3
"1694","Uva","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Less than once a week","Yes","Middle",1,0,1
"1695","Uva","Sri Lanka Tamil","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",1,0,1
"1696","Uva","Sri Lanka Tamil","Hindu","Passed Grade 1-5","At least once a week","No","Second",1,0,1
"1697","Uva","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Lowest",1,0,1
"1698","Uva","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Middle",1,0,1
"1699","Uva","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Second",2,0,2
"1700","Uva","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Middle",1,0,1
"1701","Uva","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Second",1,0,1
"1702","Uva","Sri Lanka Tamil","Hindu","Passed Grade 6-10","Less than once a week","Yes","Lowest",1,0,1
"1703","Uva","Sri Lanka Tamil","Hindu","Passed Grade 6-10","Not at all","Yes","Lowest",1,0,1
"1704","Western","Burger","Roman Catholic","Degree and above","At least once a week","Yes","Highest",2,0,2
"1705","Western","Burger","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",1,0,1
"1706","Western","Burger","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",1,0,1
"1707","Western","Burger","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",2,0,2
"1708","Western","Burger","Roman Catholic","Passed Grade 6-10","At least once a week","No","Highest",2,0,2
"1709","Western","Burger","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Highest",2,0,2
"1710","Western","Indian Tamil","Hindu","No education","At least once a week","Yes","Lowest",0,1,1
"1711","Western","Indian Tamil","Hindu","No education","At least once a week","Yes","Second",1,0,1
"1712","Western","Indian Tamil","Hindu","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",2,0,2
"1713","Western","Indian Tamil","Hindu","Passed Grade 1-5","At least once a week","No","Lowest",0,1,1
"1714","Western","Indian Tamil","Hindu","Passed Grade 1-5","At least once a week","No","Middle",1,0,1
"1715","Western","Indian Tamil","Hindu","Passed Grade 1-5","At least once a week","Yes","Highest",1,0,1
"1716","Western","Indian Tamil","Hindu","Passed Grade 1-5","At least once a week","Yes","Second",1,0,1
"1717","Western","Indian Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Highest",0,1,1
"1718","Western","Indian Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Lowest",0,1,1
"1719","Western","Indian Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Middle",1,0,1
"1720","Western","Indian Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Lowest",0,1,1
"1721","Western","Indian Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Middle",1,1,2
"1722","Western","Indian Tamil","Roman Catholic","No education","At least once a week","Yes","Second",1,0,1
"1723","Western","Indian Tamil","Roman Catholic","Passed Grade 6-10","At least once a week","No","Middle",1,0,1
"1724","Western","Indian Tamil","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Second",1,0,1
"1725","Western","Malay","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",1,0,1
"1726","Western","Malay","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",3,0,3
"1727","Western","Malay","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",2,0,2
"1728","Western","Malay","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",3,0,3
"1729","Western","Malay","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",2,0,2
"1730","Western","Malay","Islam","Passed Grade 6-10","At least once a week","No","Fourth",1,0,1
"1731","Western","Malay","Islam","Passed Grade 6-10","At least once a week","No","Highest",1,0,1
"1732","Western","Malay","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Highest",1,0,1
"1733","Western","Other","Buddhist","Degree and above","Less than once a week","No","Highest",1,0,1
"1734","Western","Other","Islam","Passed Grade 6-10","At least once a week","No","Highest",1,0,1
"1735","Western","Other","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Middle",1,0,1
"1736","Western","Sinhala","Buddhist","Degree and above","At least once a week","No","Fourth",2,0,2
"1737","Western","Sinhala","Buddhist","Degree and above","At least once a week","No","Highest",19,2,21
"1738","Western","Sinhala","Buddhist","Degree and above","At least once a week","Yes","Fourth",17,0,17
"1739","Western","Sinhala","Buddhist","Degree and above","At least once a week","Yes","Highest",120,11,131
"1740","Western","Sinhala","Buddhist","Degree and above","At least once a week","Yes","Middle",3,1,4
"1741","Western","Sinhala","Buddhist","Degree and above","Less than once a week","No","Highest",3,0,3
"1742","Western","Sinhala","Buddhist","Degree and above","Less than once a week","Yes","Highest",3,0,3
"1743","Western","Sinhala","Buddhist","Degree and above","Not at all","Yes","Highest",2,0,2
"1744","Western","Sinhala","Buddhist","No education","At least once a week","No","Middle",1,0,1
"1745","Western","Sinhala","Buddhist","No education","At least once a week","No","Second",1,0,1
"1746","Western","Sinhala","Buddhist","No education","At least once a week","Yes","Middle",0,1,1
"1747","Western","Sinhala","Buddhist","No education","At least once a week","Yes","Second",0,1,1
"1748","Western","Sinhala","Buddhist","No education","Not at all","Yes","Highest",0,1,1
"1749","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",83,10,93
"1750","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",227,21,248
"1751","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Lowest",2,0,2
"1752","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Middle",33,2,35
"1753","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Second",18,1,19
"1754","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",50,9,59
"1755","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",182,16,198
"1756","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",28,1,29
"1757","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Second",8,1,9
"1758","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Fourth",1,0,1
"1759","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Highest",8,1,9
"1760","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Second",1,0,1
"1761","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Fourth",4,0,4
"1762","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Highest",5,0,5
"1763","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Middle",0,1,1
"1764","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Not at all","Yes","Highest",1,0,1
"1765","Western","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Not at all","Yes","Lowest",0,1,1
"1766","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",109,17,126
"1767","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",144,19,163
"1768","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Lowest",3,1,4
"1769","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",51,9,60
"1770","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",29,3,32
"1771","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Fourth",55,6,61
"1772","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",62,12,74
"1773","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Lowest",4,0,4
"1774","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Middle",27,1,28
"1775","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Second",13,1,14
"1776","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Fourth",3,0,3
"1777","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Highest",8,1,9
"1778","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Middle",1,0,1
"1779","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Second",2,0,2
"1780","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Fourth",5,0,5
"1781","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Highest",4,0,4
"1782","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Lowest",1,0,1
"1783","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Middle",2,0,2
"1784","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Second",2,0,2
"1785","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Not at all","No","Fourth",1,0,1
"1786","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Not at all","No","Highest",1,0,1
"1787","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Not at all","No","Middle",1,0,1
"1788","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Not at all","Yes","Highest",1,0,1
"1789","Western","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Not at all","Yes","Middle",1,1,2
"1790","Western","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Fourth",8,1,9
"1791","Western","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Highest",5,0,5
"1792","Western","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Middle",5,1,6
"1793","Western","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Second",1,0,1
"1794","Western","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Fourth",5,0,5
"1795","Western","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Highest",1,0,1
"1796","Western","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Lowest",1,0,1
"1797","Western","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Middle",3,1,4
"1798","Western","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","Yes","Second",8,0,8
"1799","Western","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","No","Fourth",1,0,1
"1800","Western","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","No","Lowest",0,1,1
"1801","Western","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","No","Middle",1,0,1
"1802","Western","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","Yes","Lowest",1,0,1
"1803","Western","Sinhala","Buddhist","Passed Grade 1-5","Less than once a week","Yes","Second",1,0,1
"1804","Western","Sinhala","Buddhist","Passed Grade 1-5","Not at all","No","Lowest",0,2,2
"1805","Western","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Fourth",131,15,146
"1806","Western","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Highest",96,16,112
"1807","Western","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Lowest",15,7,22
"1808","Western","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Middle",115,22,137
"1809","Western","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","No","Second",76,6,82
"1810","Western","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Fourth",74,6,80
"1811","Western","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Highest",45,5,50
"1812","Western","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Lowest",12,2,14
"1813","Western","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Middle",59,9,68
"1814","Western","Sinhala","Buddhist","Passed Grade 6-10","At least once a week","Yes","Second",40,7,47
"1815","Western","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Fourth",3,1,4
"1816","Western","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Highest",4,0,4
"1817","Western","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Lowest",1,0,1
"1818","Western","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Middle",4,0,4
"1819","Western","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","No","Second",5,5,10
"1820","Western","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Fourth",4,0,4
"1821","Western","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Highest",4,0,4
"1822","Western","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Middle",5,1,6
"1823","Western","Sinhala","Buddhist","Passed Grade 6-10","Less than once a week","Yes","Second",5,1,6
"1824","Western","Sinhala","Buddhist","Passed Grade 6-10","Not at all","No","Lowest",1,1,2
"1825","Western","Sinhala","Buddhist","Passed Grade 6-10","Not at all","No","Middle",2,0,2
"1826","Western","Sinhala","Buddhist","Passed Grade 6-10","Not at all","No","Second",2,0,2
"1827","Western","Sinhala","Buddhist","Passed Grade 6-10","Not at all","Yes","Middle",1,0,1
"1828","Western","Sinhala","Buddhist","Passed Grade 6-10","Not at all","Yes","Second",1,0,1
"1829","Western","Sinhala","Hindu","Passed Grade 6-10","At least once a week","No","Second",0,1,1
"1830","Western","Sinhala","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Highest",0,1,1
"1831","Western","Sinhala","Islam","Passed Grade 6-10","Less than once a week","No","Highest",1,0,1
"1832","Western","Sinhala","Islam","Passed Grade 6-10","Less than once a week","No","Middle",1,0,1
"1833","Western","Sinhala","Islam","Passed Grade 6-10","Not at all","No","Highest",1,0,1
"1834","Western","Sinhala","Other","Degree and above","At least once a week","Yes","Highest",1,0,1
"1835","Western","Sinhala","Other","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",0,1,1
"1836","Western","Sinhala","Other Christian","Degree and above","At least once a week","Yes","Highest",2,0,2
"1837","Western","Sinhala","Other Christian","Degree and above","Less than once a week","No","Highest",1,0,1
"1838","Western","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",1,0,1
"1839","Western","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",4,0,4
"1840","Western","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Middle",2,0,2
"1841","Western","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",1,0,1
"1842","Western","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",4,0,4
"1843","Western","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",1,0,1
"1844","Western","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Highest",1,0,1
"1845","Western","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","Not at all","No","Highest",1,0,1
"1846","Western","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","Not at all","Yes","Highest",1,0,1
"1847","Western","Sinhala","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",7,1,8
"1848","Western","Sinhala","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",4,0,4
"1849","Western","Sinhala","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",1,0,1
"1850","Western","Sinhala","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Fourth",2,0,2
"1851","Western","Sinhala","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",3,0,3
"1852","Western","Sinhala","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Second",0,1,1
"1853","Western","Sinhala","Other Christian","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Highest",1,0,1
"1854","Western","Sinhala","Other Christian","Passed Grade 6-10","At least once a week","No","Fourth",3,0,3
"1855","Western","Sinhala","Other Christian","Passed Grade 6-10","At least once a week","No","Highest",2,0,2
"1856","Western","Sinhala","Other Christian","Passed Grade 6-10","At least once a week","No","Middle",4,0,4
"1857","Western","Sinhala","Other Christian","Passed Grade 6-10","At least once a week","No","Second",1,0,1
"1858","Western","Sinhala","Other Christian","Passed Grade 6-10","At least once a week","Yes","Lowest",1,0,1
"1859","Western","Sinhala","Other Christian","Passed Grade 6-10","At least once a week","Yes","Middle",2,0,2
"1860","Western","Sinhala","Other Christian","Passed Grade 6-10","Less than once a week","No","Highest",1,0,1
"1861","Western","Sinhala","Other Christian","Passed Grade 6-10","Less than once a week","No","Lowest",1,0,1
"1862","Western","Sinhala","Other Christian","Passed Grade 6-10","Less than once a week","No","Second",1,0,1
"1863","Western","Sinhala","Roman Catholic","Degree and above","At least once a week","No","Fourth",1,0,1
